OrderNumber,LineItem,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,CurrencyCode,Exchange
367024,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1713253,50,2105,5,USD,1
367025,1,"2016-01-02 00:00:00","2020-01-06 00:00:00",1736623,56,1608,1,USD,1
367025,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1736623,56,1641,2,USD,1
367025,3,"2016-01-02 00:00:00","2020-01-06 00:00:00",1736623,56,1574,3,USD,1
367026,1,"2016-01-02 00:00:00","2020-01-06 00:00:00",1836599,53,2218,2,USD,1
367026,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1836599,53,78,1,USD,1
367027,1,"2016-01-02 00:00:00","2020-01-06 00:00:00",1482586,53,2451,3,USD,1
367027,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1482586,53,1645,1,USD,1
367027,3,"2016-01-02 00:00:00","2020-01-06 00:00:00",1482586,53,1728,2,USD,1
367028,1,"2016-01-02 00:00:00","2016-01-11 00:00:00",607356,0,976,1,EUR,0.9184
367028,2,"2016-01-02 00:00:00","2016-01-11 00:00:00",607356,0,2017,3,EUR,0.9184
367029,1,"2016-01-02 00:00:00","2020-01-06 00:00:00",1260533,66,1607,1,USD,1
367029,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1260533,66,1223,7,USD,1
367030,1,"2016-01-02 00:00:00","2020-01-06 00:00:00",1843882,51,2010,7,USD,1
367030,2,"2016-01-02 00:00:00","2020-01-06 00:00:00",1843882,51,426,1,USD,1
367031,1,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,120,3,GBP,0.6859
367031,2,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,382,2,GBP,0.6859
367031,3,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,1722,3,GBP,0.6859
367031,4,"2016-01-02 00:00:00","2016-01-07 00:00:00",909014,0,132,1,GBP,0.6859
368000,1,"2016-01-03 00:00:00","2020-01-06 00:00:00",892838,32,1440,1,EUR,0.8933
368001,1,"2016-01-03 00:00:00","2020-01-06 00:00:00",1670789,64,1598,3,USD,1
369000,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",1143828,37,2167,9,GBP,0.7613
369000,2,"2016-01-04 00:00:00","2020-01-06 00:00:00",1143828,37,167,1,GBP,0.7613
369001,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",269337,8,1301,1,CAD,1.2976
369001,2,"2016-01-04 00:00:00","2020-01-06 00:00:00",269337,8,1649,4,CAD,1.2976
369002,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",258316,8,1656,1,CAD,1.2976
369004,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",1389462,65,1961,5,USD,1
369004,2,"2016-01-04 00:00:00","2020-01-06 00:00:00",1389462,65,1991,3,USD,1
369005,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",1866637,56,183,3,USD,1
369006,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",734605,28,654,1,EUR,0.8933
369007,1,"2016-01-04 00:00:00","2020-01-06 00:00:00",571622,20,2510,3,EUR,0.8933
369007,2,"2016-01-04 00:00:00","2020-01-06 00:00:00",571622,20,2103,1,EUR,0.8933
369007,3,"2016-01-04 00:00:00","2020-01-06 00:00:00",571622,20,1578,3,EUR,0.8933
369011,1,"2016-01-04 00:00:00","2016-01-09 00:00:00",1664824,0,1261,2,USD,1
369012,1,"2016-01-04 00:00:00","2016-01-13 00:00:00",1696695,0,1423,3,USD,1
369012,2,"2016-01-04 00:00:00","2016-01-13 00:00:00",1696695,0,1656,1,USD,1
369012,3,"2016-01-04 00:00:00","2016-01-13 00:00:00",1696695,0,1660,2,USD,1
369012,4,"2016-01-04 00:00:00","2016-01-13 00:00:00",1696695,0,1610,6,USD,1
370000,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",2032025,51,1360,4,USD,1
370000,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",2032025,51,1158,4,USD,1
370000,3,"2016-01-05 00:00:00","2020-01-06 00:00:00",2032025,51,457,2,USD,1
370001,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1884908,61,1107,3,USD,1
370001,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",1884908,61,1591,3,USD,1
370001,3,"2016-01-05 00:00:00","2020-01-06 00:00:00",1884908,61,1544,7,USD,1
370003,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",2092033,66,836,8,USD,1
370003,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",2092033,66,1529,3,USD,1
370004,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1473090,43,1251,2,USD,1
370005,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",584095,24,1610,2,EUR,0.8933
370005,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",584095,24,1594,4,EUR,0.8933
370006,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",661636,16,1272,6,EUR,0.8933
370007,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",623659,15,267,1,EUR,0.8933
370007,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",623659,15,126,7,EUR,0.8933
370008,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",183264,4,2105,1,AUD,1.44
370010,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1393738,48,1709,3,USD,1
370010,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",1393738,48,2113,10,USD,1
370010,3,"2016-01-05 00:00:00","2020-01-06 00:00:00",1393738,48,2088,2,USD,1
370011,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1522590,47,32,2,USD,1
370012,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1780669,53,1585,3,USD,1
370012,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",1780669,53,1689,2,USD,1
370013,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",5097,6,5,2,AUD,1.44
370014,1,"2016-01-05 00:00:00","2020-01-06 00:00:00",1475886,51,1622,2,USD,1
370014,2,"2016-01-05 00:00:00","2020-01-06 00:00:00",1475886,51,2110,1,USD,1
370014,3,"2016-01-05 00:00:00","2020-01-06 00:00:00",1475886,51,1694,2,USD,1
371000,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",728834,30,81,2,EUR,0.8933
371001,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",76021,2,77,3,AUD,1.44
371001,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",76021,2,945,2,AUD,1.44
371001,3,"2016-01-06 00:00:00","2020-01-06 00:00:00",76021,2,1033,1,AUD,1.44
371001,4,"2016-01-06 00:00:00","2020-01-06 00:00:00",76021,2,1581,5,AUD,1.44
371002,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1955971,53,80,4,USD,1
371002,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1955971,53,2171,3,USD,1
371003,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,1074,6,EUR,0.8933
371003,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,127,2,EUR,0.8933
371003,3,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,333,5,EUR,0.8933
371003,4,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,1627,4,EUR,0.8933
371003,5,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,64,1,EUR,0.8933
371003,6,"2016-01-06 00:00:00","2020-01-06 00:00:00",778259,28,1997,3,EUR,0.8933
371004,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",1378439,0,1305,8,USD,1
371005,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1923558,48,58,1,USD,1
371005,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1923558,48,32,7,USD,1
371006,1,"2016-01-06 00:00:00","2016-01-15 00:00:00",1501383,0,1279,1,USD,1
371007,1,"2016-01-06 00:00:00","2016-01-18 00:00:00",1378439,0,1639,1,USD,1
371008,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",2053617,50,961,1,USD,1
371008,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",2053617,50,1626,7,USD,1
371010,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1716584,53,2491,5,USD,1
371010,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1716584,53,1631,7,USD,1
371011,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,458,5,EUR,0.918
371011,2,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,1573,3,EUR,0.918
371011,3,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,32,5,EUR,0.918
371012,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",363872,8,147,1,CAD,1.2976
371012,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",363872,8,1576,1,CAD,1.2976
371012,3,"2016-01-06 00:00:00","2020-01-06 00:00:00",363872,8,1642,3,CAD,1.2976
371014,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1161615,40,89,4,GBP,0.7613
371014,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1161615,40,337,3,GBP,0.7613
371015,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1679,5,USD,1
371015,2,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1659,1,USD,1
371015,3,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1228,1,USD,1
371015,4,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1458,4,USD,1
371016,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",879778,32,1704,2,EUR,0.8933
371017,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1918687,61,2084,5,USD,1
371017,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1918687,61,2365,1,USD,1
371018,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,534,1,GBP,0.7613
371018,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,1667,7,GBP,0.7613
371018,3,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,1212,7,GBP,0.7613
371018,4,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,2496,1,GBP,0.7613
371018,5,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,1200,2,GBP,0.7613
371018,6,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,1333,2,GBP,0.7613
371018,7,"2016-01-06 00:00:00","2020-01-06 00:00:00",1041466,36,2124,1,GBP,0.7613
371019,1,"2016-01-06 00:00:00","2020-01-06 00:00:00",916074,41,2506,2,GBP,0.7613
371019,2,"2016-01-06 00:00:00","2020-01-06 00:00:00",916074,41,1590,1,GBP,0.7613
371019,3,"2016-01-06 00:00:00","2020-01-06 00:00:00",916074,41,1615,2,GBP,0.7613
371019,4,"2016-01-06 00:00:00","2020-01-06 00:00:00",916074,41,2093,2,GBP,0.7613
372000,1,"2016-01-07 00:00:00","2016-01-22 00:00:00",1413890,0,148,3,USD,1
372000,2,"2016-01-07 00:00:00","2016-01-22 00:00:00",1413890,0,1620,1,USD,1
372000,3,"2016-01-07 00:00:00","2016-01-22 00:00:00",1413890,0,825,3,USD,1
372001,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1412534,63,1286,1,USD,1
372001,2,"2016-01-07 00:00:00","2020-01-06 00:00:00",1412534,63,1669,3,USD,1
372002,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1718240,47,1299,7,USD,1
372003,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",527409,19,1604,3,EUR,0.8933
372003,2,"2016-01-07 00:00:00","2020-01-06 00:00:00",527409,19,141,4,EUR,0.8933
372003,3,"2016-01-07 00:00:00","2020-01-06 00:00:00",527409,19,83,2,EUR,0.8933
372004,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",711449,30,922,9,EUR,0.8933
372005,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,411,3,CAD,1.2976
372005,2,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,75,4,CAD,1.2976
372005,3,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,1620,3,CAD,1.2976
372005,4,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,2366,5,CAD,1.2976
372005,5,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,1652,8,CAD,1.2976
372005,6,"2016-01-07 00:00:00","2020-01-06 00:00:00",302130,9,1614,8,CAD,1.2976
372006,1,"2016-01-07 00:00:00","2016-01-15 00:00:00",2095742,0,125,2,USD,1
372007,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1982994,61,1148,4,USD,1
372008,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1214363,53,183,1,USD,1
372008,3,"2016-01-07 00:00:00","2020-01-06 00:00:00",1214363,53,1665,1,USD,1
372010,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",784075,29,90,7,EUR,0.8933
372011,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",739625,29,1572,1,EUR,0.8933
372012,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",195521,6,468,1,AUD,1.44
372012,2,"2016-01-07 00:00:00","2020-01-06 00:00:00",195521,6,1560,6,AUD,1.44
372012,3,"2016-01-07 00:00:00","2020-01-06 00:00:00",195521,6,1094,2,AUD,1.44
372012,4,"2016-01-07 00:00:00","2020-01-06 00:00:00",195521,6,171,4,AUD,1.44
372012,5,"2016-01-07 00:00:00","2020-01-06 00:00:00",195521,6,2265,2,AUD,1.44
372013,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1042966,38,1259,2,GBP,0.7613
372016,1,"2016-01-07 00:00:00","2020-01-06 00:00:00",1170323,42,1581,2,GBP,0.7613
372016,2,"2016-01-07 00:00:00","2020-01-06 00:00:00",1170323,42,6,3,GBP,0.7613
373000,1,"2016-01-08 00:00:00","2016-01-14 00:00:00",1367439,0,2509,3,USD,1
373000,2,"2016-01-08 00:00:00","2016-01-14 00:00:00",1367439,0,716,3,USD,1
373002,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",1750554,48,1859,5,USD,1
373003,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",2082534,56,67,3,USD,1
373004,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",460587,24,1765,3,EUR,0.8933
373005,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",1763365,65,342,2,USD,1
373005,2,"2016-01-08 00:00:00","2020-01-06 00:00:00",1763365,65,1073,1,USD,1
373007,1,"2016-01-08 00:00:00","2016-01-14 00:00:00",351747,0,103,2,CAD,1.4364
373007,2,"2016-01-08 00:00:00","2016-01-14 00:00:00",351747,0,1455,5,CAD,1.4364
373007,3,"2016-01-08 00:00:00","2016-01-14 00:00:00",351747,0,1902,2,CAD,1.4364
373008,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",536845,23,535,3,EUR,0.8933
373008,2,"2016-01-08 00:00:00","2020-01-06 00:00:00",536845,23,2089,3,EUR,0.8933
373008,3,"2016-01-08 00:00:00","2020-01-06 00:00:00",536845,23,1612,3,EUR,0.8933
373008,4,"2016-01-08 00:00:00","2020-01-06 00:00:00",536845,23,65,2,EUR,0.8933
373009,1,"2016-01-08 00:00:00","2016-01-19 00:00:00",1064519,0,1589,4,GBP,0.7037
373010,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",538801,27,2492,6,EUR,0.8933
373010,2,"2016-01-08 00:00:00","2020-01-06 00:00:00",538801,27,2288,8,EUR,0.8933
373010,3,"2016-01-08 00:00:00","2020-01-06 00:00:00",538801,27,56,2,EUR,0.8933
373011,1,"2016-01-08 00:00:00","2020-01-06 00:00:00",82415,4,440,2,AUD,1.44
374000,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1971983,48,737,5,USD,1
374000,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",1971983,48,1735,3,USD,1
374000,3,"2016-01-09 00:00:00","2020-01-06 00:00:00",1971983,48,103,3,USD,1
374000,5,"2016-01-09 00:00:00","2020-01-06 00:00:00",1971983,48,81,2,USD,1
374000,6,"2016-01-09 00:00:00","2020-01-06 00:00:00",1971983,48,1624,1,USD,1
374001,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",2050933,47,1429,1,USD,1
374001,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",2050933,47,545,1,USD,1
374002,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",320030,8,1991,8,CAD,1.2976
374002,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",320030,8,1667,8,CAD,1.2976
374002,3,"2016-01-09 00:00:00","2020-01-06 00:00:00",320030,8,2098,3,CAD,1.2976
374002,4,"2016-01-09 00:00:00","2020-01-06 00:00:00",320030,8,1695,1,CAD,1.2976
374003,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1188400,38,1606,1,GBP,0.7613
374005,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",239647,8,1197,2,CAD,1.2976
374006,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1387959,65,1622,6,USD,1
374007,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",800548,31,1631,3,EUR,0.8933
374008,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",789641,29,1217,4,EUR,0.8933
374009,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",728541,30,538,3,EUR,0.8933
374010,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,1632,3,EUR,0.8933
374010,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,1048,1,EUR,0.8933
374010,3,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,1681,7,EUR,0.8933
374010,4,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,2104,4,EUR,0.8933
374010,5,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,1673,2,EUR,0.8933
374010,6,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,1206,2,EUR,0.8933
374010,7,"2016-01-09 00:00:00","2020-01-06 00:00:00",665776,12,961,5,EUR,0.8933
374011,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",174622,5,1256,8,AUD,1.44
374012,1,"2016-01-09 00:00:00","2016-01-20 00:00:00",1758208,0,1280,1,USD,1
374012,2,"2016-01-09 00:00:00","2016-01-20 00:00:00",1758208,0,1276,1,USD,1
374012,3,"2016-01-09 00:00:00","2016-01-20 00:00:00",1758208,0,2454,5,USD,1
374012,4,"2016-01-09 00:00:00","2016-01-20 00:00:00",1758208,0,2108,1,USD,1
374013,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",733080,29,533,5,EUR,0.8933
374013,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",733080,29,1067,10,EUR,0.8933
374013,3,"2016-01-09 00:00:00","2020-01-06 00:00:00",733080,29,1577,6,EUR,0.8933
374015,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1451748,55,107,7,USD,1
374016,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1535357,45,9,5,USD,1
374017,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1558964,63,1630,1,USD,1
374018,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",1010049,38,1615,5,GBP,0.7613
374018,2,"2016-01-09 00:00:00","2020-01-06 00:00:00",1010049,38,2075,2,GBP,0.7613
374019,1,"2016-01-09 00:00:00","2020-01-06 00:00:00",193216,6,1109,3,AUD,1.44
375000,1,"2016-01-10 00:00:00","2016-01-18 00:00:00",1084570,0,1636,1,GBP,0.7002
375000,2,"2016-01-10 00:00:00","2016-01-18 00:00:00",1084570,0,88,7,GBP,0.7002
375000,3,"2016-01-10 00:00:00","2016-01-18 00:00:00",1084570,0,2515,1,GBP,0.7002
376000,1,"2016-01-11 00:00:00","2020-01-06 00:00:00",1862500,43,69,1,USD,1
